manufacturer,model_year,body_type,transmission_type,fuel_type,total_kms,total_owners,price,insurance_type,mileage(kmpl),engine(CC),torque(nm),seats,number_of_cylinders,valves_per_cylinder,super_charger,turbo_charger,drive_type,steering_type,cargo_volume,location
Renault,2022,MUV,Manual,Petrol,4000,1,650000.0,Comprehensive,20.0,999.0,96.0,7.0,3,4,No,Yes,FWD,Electronic,84.0,Kolkata
Chevrolet,2015,Sedan,Manual,Petrol,70000,1,180000.0,Third Party insurance,18.2,1199.0,108.5,5.0,4,4,No,No,FWD,Power,370.0,Kolkata
Maruti,2021,SUV,Manual,Petrol,29882,1,673000.0,Zero Dep,17.03,1462.0,138.0,5.0,4,4,No,No,FWD,Electronic,328.0,Kolkata
Toyota,2011,Hatchback,Manual,Petrol,55314,1,198000.0,Third Party insurance,18.3,1197.0,138.0,5.0,4,4,No,No,FWD,Power,328.0,Kolkata
Hyundai,2013,Sedan,Manual,Diesel,69000,1,250000.0,Third Party insurance,22.32,1582.0,259.9,5.0,4,4,No,No,FWD,Power,328.0,Kolkata
Maruti,2015,Sedan,Manual,Petrol,41565,2,338000.0,Comprehensive,22.41,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,378.0,Kolkata
Hyundai,2011,Hatchback,Manual,Petrol,46624,2,198000.0,Comprehensive,18.5,1197.0,113.7,5.0,4,4,No,No,FWD,Power,378.0,Kolkata
Kia,2021,SUV,Automatic,Diesel,56312,1,1400000.0,Comprehensive,18.0,1493.0,250.0,5.0,4,4,No,Yes,FWD,Electronic,433.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,22950,1,283000.0,Third Party insurance,22.05,796.0,69.0,5.0,3,4,No,Yes,FWD,Electronic,433.0,Kolkata
Hyundai,2014,Hatchback,Manual,Petrol,42000,2,214000.0,Comprehensive,19.81,1086.0,99.04,5.0,4,3,No,No,FWD,Power,225.0,Kolkata
Hyundai,2014,Hatchback,Manual,Petrol,26135,1,215000.0,Third Party insurance,21.1,814.0,74.5,5.0,3,3,No,No,FWD,Power,215.0,Kolkata
Volkswagen,2020,Hatchback,Manual,Petrol,20913,1,749000.0,Comprehensive,18.78,999.0,95.0,5.0,3,4,No,No,FWD,Power,280.0,Kolkata
Hyundai,2013,Hatchback,Manual,Petrol,14000,2,185000.0,Comprehensive,21.1,814.0,74.5,5.0,3,3,No,No,FWD,Power,215.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,3000,1,421000.0,Comprehensive,24.76,998.0,89.0,5.0,3,4,No,No,FWD,Power,215.0,Kolkata
Maruti,2018,Hatchback,Manual,Diesel,52002,1,465000.0,Comprehensive,27.39,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,339.0,Kolkata
Hyundai,2010,Hatchback,Manual,Petrol,60000,2,200000.0,Third Party insurance,18.5,1197.0,11.4,5.0,4,4,No,No,FWD,Power,339.0,Kolkata
Kia,2021,SUV,Manual,Diesel,50000,1,1321000.0,Third Party insurance,20.8,1493.0,250.0,5.0,4,4,No,Yes,FWD,Electronic,433.0,Kolkata
Toyota,2014,Sedan,Manual,Petrol,59000,1,450000.0,Third Party insurance,14.28,1798.0,173.0,5.0,4,4,No,No,FWD,Power,470.0,Kolkata
Kia,2022,SUV,Manual,Diesel,15000,1,1199000.0,Comprehensive,14.28,1493.0,240.0,5.0,4,4,No,Yes,FWD,Electronic,392.0,Kolkata
Hyundai,2014,Hatchback,Manual,Petrol,22393,2,210000.0,Comprehensive,21.1,814.0,74.5,5.0,3,3,No,No,FWD,Power,215.0,Kolkata
Honda,2016,Sedan,Manual,Diesel,53483,1,345000.0,Comprehensive,25.8,1498.0,200.0,5.0,4,4,No,Yes,FWD,Power,400.0,Kolkata
Honda,2011,Sedan,Automatic,Petrol,49000,1,421000.0,Third Party insurance,11.7,2354.0,222.0,5.0,4,4,No,No,FWD,Power,400.0,Kolkata
Maruti,2011,Hatchback,Manual,Petrol,38420,1,171000.0,Comprehensive,24.39,998.0,89.0,5.0,3,4,No,No,FWD,Power,214.0,Kolkata
Hyundai,2010,Hatchback,Manual,Petrol,60585,1,172000.0,Comprehensive,20.36,1197.0,111.8,5.0,4,4,No,No,FWD,Power,214.0,Kolkata
Mercedes-Benz,2021,Sedan,Automatic,Petrol,12809,1,6600000.0,Comprehensive,15.0,1991.0,320.0,5.0,4,4,No,No,RWD,Electronic,540.0,Kolkata
Skoda,2019,Sedan,Automatic,Diesel,37243,1,794000.0,Zero Dep,21.72,1498.0,250.0,5.0,4,4,No,Yes,FWD,Power,460.0,Kolkata
Toyota,2022,SUV,Manual,Petrol,25796,1,881000.0,Comprehensive,17.03,1462.0,138.0,5.0,4,4,No,Yes,FWD,Electronic,328.0,Kolkata
Toyota,2018,MUV,Manual,Diesel,34000,1,1735000.0,Comprehensive,13.68,2393.0,343.0,8.0,7,4,No,Yes,RWD,Power,328.0,Kolkata
Hyundai,2019,SUV,Automatic,Petrol,29717,1,853000.0,Comprehensive,18.15,998.0,171.6,5.0,3,4,No,Yes,FWD,Power,350.0,Kolkata
Nissan,2018,Hatchback,Manual,Petrol,42000,1,325000.0,Comprehensive,19.49,1198.0,104.0,5.0,3,4,No,No,FWD,Power,251.0,Kolkata
Maruti,2014,Hatchback,Manual,Petrol,24425,1,284000.0,Comprehensive,20.51,998.0,90.0,5.0,3,4,No,No,FWD,Power,180.0,Kolkata
Skoda,2020,Sedan,Automatic,Petrol,14323,1,936000.0,Comprehensive,16.24,999.0,175.0,5.0,3,4,No,Yes,FWD,Power,460.0,Kolkata
Mahindra,2019,SUV,Manual,Diesel,9700,1,800000.0,Comprehensive,18.49,1493.0,240.0,7.0,3,2,No,Yes,RWD,Power,384.0,Kolkata
Hyundai,2011,Sedan,Manual,Petrol,50000,2,250000.0,Third Party insurance,17.01,1591.0,154.9,5.0,4,4,No,No,FWD,Power,465.0,Kolkata
Honda,2017,Sedan,Automatic,Petrol,51097,1,650000.0,Third Party insurance,18.0,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Hyundai,2010,Hatchback,Manual,Petrol,60000,2,165000.0,Third Party insurance,19.81,1086.0,99.04,5.0,4,3,No,No,FWD,Power,225.0,Kolkata
Maruti,2022,Sedan,Manual,Petrol,23684,1,850000.0,Comprehensive,22.41,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,378.0,Kolkata
Hyundai,2009,Hatchback,Manual,Petrol,40000,1,161000.0,Third Party insurance,19.81,1086.0,99.04,5.0,4,3,No,No,FWD,Power,225.0,Kolkata
Mercedes-Benz,2017,SUV,Automatic,Diesel,60002,1,2750000.0,Comprehensive,17.9,2143.0,400.0,5.0,4,4,No,Yes,All Wheel Drive,Power,550.0,Kolkata
Honda,2018,SUV,Manual,Petrol,39000,1,795000.0,Third Party insurance,15.4,1497.0,145.0,7.0,4,4,No,No,FWD,Power,223.0,Kolkata
Maruti,2020,MUV,Manual,Petrol,40000,1,900000.0,Third Party insurance,19.01,1462.0,138.0,7.0,4,4,No,No,FWD,Power,209.0,Kolkata
Volvo,2017,Hatchback,Automatic,Diesel,16001,1,1800000.0,Comprehensive,16.8,1969.0,320.0,5.0,5,4,No,Yes,FWD,Power,324.0,Kolkata
Hyundai,2014,Sedan,Manual,Petrol,51000,2,361000.0,Comprehensive,17.01,1591.0,154.9,5.0,4,4,No,No,FWD,Power,465.0,Kolkata
Maruti,2021,Hatchback,Manual,Petrol,10143,1,510000.0,Comprehensive,21.79,998.0,90.0,5.0,3,4,No,No,FWD,Power,341.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,53657,2,415000.0,Third Party insurance,21.7,998.0,89.0,5.0,3,4,No,No,FWD,Power,341.0,Kolkata
Maruti,2014,Hatchback,Manual,Petrol,88532,1,266000.0,Comprehensive,25.24,998.0,89.0,5.0,3,4,No,No,FWD,Electronic,313.0,Kolkata
Maruti,2013,Hatchback,Manual,Petrol,60000,1,150000.0,Third Party insurance,20.51,998.0,90.0,5.0,3,4,No,No,FWD,Power,180.0,Kolkata
Skoda,2021,SUV,Manual,Petrol,12059,1,1375000.0,Comprehensive,19.2,999.0,178.0,5.0,3,4,No,Yes,FWD,Electronic,385.0,Kolkata
Tata,2021,Hatchback,Manual,Petrol,10000,1,520000.0,Third Party insurance,19.01,1199.0,113.0,5.0,3,4,No,Yes,FWD,Electronic,385.0,Kolkata
Mahindra,2018,SUV,Manual,Diesel,47000,1,925000.0,Third Party insurance,15.4,2523.0,200.0,9.0,4,4,No,Yes,RWD,Power,460.0,Kolkata
Renault,2018,SUV,Manual,Diesel,20000,1,650000.0,Comprehensive,19.6,1461.0,245.0,5.0,4,4,No,Yes,FWD,Power,475.0,Kolkata
Maruti,2013,Sedan,Manual,Petrol,37000,1,285000.0,Comprehensive,19.1,1197.0,114.0,5.0,4,4,No,No,FWD,Power,320.0,Kolkata
Hyundai,2022,Hatchback,Manual,Petrol,9520,1,728000.0,Comprehensive,20.7,1197.0,113.8,5.0,4,4,No,No,FWD,Electronic,320.0,Kolkata
Chevrolet,2016,Sedan,Manual,Petrol,100000,1,210000.0,Third Party insurance,18.2,1199.0,108.5,5.0,4,4,No,No,FWD,Power,370.0,Kolkata
Hyundai,2022,Hatchback,Manual,Cng,22577,1,535000.0,Comprehensive,30.48,1086.0,85.32,5.0,4,3,No,No,FWD,Electronic,235.0,Kolkata
Hyundai,2021,Hatchback,Manual,Petrol,9902,1,824000.0,Comprehensive,20.0,998.0,171.62,5.0,3,4,No,Yes,FWD,Electronic,311.0,Kolkata
Ford,2016,SUV,Manual,Petrol,70000,1,500000.0,Third Party insurance,17.0,1497.0,150.0,5.0,3,4,No,No,FWD,Power,352.0,Kolkata
Hyundai,2020,Hatchback,Manual,Petrol,20101,1,526000.0,Comprehensive,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Skoda,2011,Hatchback,Manual,Petrol,120000,1,180000.0,Third Party insurance,16.25,1198.0,110.0,5.0,3,4,No,No,FWD,Power,315.0,Kolkata
Tata,2021,SUV,Manual,Petrol,15258,1,970000.0,Comprehensive,17.33,1199.0,170.0,5.0,3,4,No,No,FWD,Electronic,350.0,Kolkata
Hyundai,2020,SUV,Automatic,Petrol,36397,1,951000.0,Third Party insurance,18.15,998.0,171.6,5.0,3,4,No,Yes,FWD,Power,350.0,Kolkata
Skoda,2011,Hatchback,Manual,Petrol,120000,1,180000.0,Third Party insurance,16.25,1198.0,110.0,5.0,3,4,No,No,FWD,Power,315.0,Kolkata
BMW,2012,Sedan,Automatic,Diesel,52000,1,975000.0,Comprehensive,16.07,1995.0,380.0,5.0,4,4,No,Yes,FWD,Power,460.0,Kolkata
Mercedes-Benz,2019,SUV,Automatic,Diesel,51900,1,2250000.0,Third Party insurance,17.9,2143.0,300.0,5.0,4,4,No,Yes,Two Wheel Drive,Power,421.0,Kolkata
Honda,2017,Sedan,Automatic,Petrol,70000,1,750000.0,Third Party insurance,18.0,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Jeep,2022,SUV,Automatic,Petrol,10000,1,2650000.0,Third Party insurance,14.1,1368.0,250.0,5.0,4,4,No,No,4x2,Power,510.0,Kolkata
BMW,2016,SUV,Automatic,Diesel,30000,1,1950000.0,Third Party insurance,17.05,1995.0,380.0,5.0,4,4,No,Yes,RWD,Power,420.0,Kolkata
Hyundai,2019,SUV,Manual,Petrol,23303,2,930000.0,Comprehensive,13.0,1591.0,151.0,5.0,4,4,No,No,FWD,Power,400.0,Kolkata
MG,2020,SUV,Automatic,Petrol,30000,2,1499000.0,Third Party insurance,13.96,1451.0,250.0,5.0,4,4,No,Yes,FWD,Power,587.0,Kolkata
Mahindra,2017,SUV,Manual,Diesel,70000,2,850000.0,Third Party insurance,16.0,2179.0,330.0,7.0,4,4,No,Yes,FWD,Power,720.0,Kolkata
Hyundai,2019,SUV,Manual,Petrol,50000,2,1020000.0,Third Party insurance,13.0,1591.0,151.0,5.0,4,4,No,No,FWD,Power,400.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,11326,1,614000.0,Comprehensive,21.21,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,23609,1,630000.0,Comprehensive,21.21,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Kolkata
Maruti,2016,Hatchback,Manual,Petrol,30000,2,320000.0,Third Party insurance,23.1,998.0,90.0,5.0,3,4,No,No,FWD,Power,235.0,Kolkata
Hyundai,2014,Hatchback,Manual,Petrol,60533,1,241000.0,Third Party insurance,17.92,1086.0,96.1,5.0,3,4,No,No,FWD,Power,235.0,Kolkata
Maruti,2016,Sedan,Manual,Petrol,46328,1,513000.0,Third Party insurance,20.73,1373.0,130.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
MG,2020,SUV,Automatic,Petrol,60000,1,1550000.0,Third Party insurance,11.67,1451.0,250.0,6.0,4,4,No,Yes,FWD,Power,155.0,Kolkata
Hyundai,2019,SUV,Automatic,Petrol,31745,1,1006000.0,Zero Dep,18.15,998.0,171.6,5.0,3,4,No,Yes,FWD,Power,350.0,Kolkata
Toyota,2012,SUV,Automatic,Diesel,78668,3,1075000.0,Comprehensive,12.55,2982.0,360.0,7.0,4,4,No,Yes,FWD,Power,296.0,Kolkata
Renault,2021,SUV,Manual,Petrol,3115,1,718000.0,Comprehensive,19.17,999.0,96.0,5.0,3,4,No,Yes,FWD,Electronic,405.0,Kolkata
Maruti,2022,Hatchback,Automatic,Petrol,8940,1,635000.0,Comprehensive,26.0,998.0,89.0,5.0,3,4,No,Yes,FWD,Electronic,313.0,Kolkata
Hyundai,2015,Hatchback,Manual,Petrol,10000,1,475000.0,Third Party insurance,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Hyundai,2014,Sedan,Manual,Petrol,40000,3,305000.0,Third Party insurance,19.1,1197.0,114.0,5.0,4,4,No,No,Front Wheel Drive,Power,407.0,Kolkata
Honda,2018,Sedan,Manual,Petrol,45652,1,755000.0,Comprehensive,17.8,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Maruti,2019,Sedan,Manual,Petrol,30000,1,800000.0,Third Party insurance,21.56,1462.0,138.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Jaguar,2015,Sedan,Automatic,Petrol,85033,4,1800000.0,Comprehensive,9.4,1999.0,340.0,5.0,4,4,No,No,All Wheel Drive,Power,520.0,Kolkata
Hyundai,2017,Hatchback,Manual,Petrol,30000,1,450000.0,Third Party insurance,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Hyundai,2011,Hatchback,Manual,Petrol,70000,1,290000.0,Third Party insurance,18.5,1197.0,11.4,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,17200,1,580000.0,Comprehensive,22.0,1197.0,113.0,5.0,4,4,No,No,FWD,Power,268.0,Kolkata
Honda,2015,Sedan,Manual,Petrol,18255,1,600000.0,Third Party insurance,17.4,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Toyota,2015,Sedan,Manual,Petrol,80000,2,595000.0,Third Party insurance,14.28,1798.0,173.0,5.0,4,4,No,No,FWD,Power,470.0,Kolkata
Maruti,2022,Hatchback,Manual,Petrol,6398,1,546000.0,Comprehensive,25.24,998.0,89.0,5.0,3,4,No,No,FWD,Electronic,313.0,Kolkata
Hyundai,2020,Hatchback,Automatic,Petrol,45739,1,588000.0,Comprehensive,20.7,1197.0,113.8,5.0,4,4,No,No,FWD,Electronic,313.0,Kolkata
Toyota,2016,SUV,Manual,Diesel,46000,1,2300000.0,Third Party insurance,12.55,2982.0,343.0,7.0,4,4,No,Yes,4WD,Power,296.0,Kolkata
Honda,2016,SUV,Manual,Petrol,35254,1,499000.0,Comprehensive,15.4,1497.0,145.0,7.0,4,4,No,No,FWD,Power,223.0,Kolkata
Toyota,2018,Sedan,Manual,Petrol,41334,1,623000.0,Comprehensive,17.1,1496.0,140.0,5.0,4,4,No,No,FWD,Power,476.0,Kolkata
Honda,2014,Hatchback,Manual,Petrol,51463,1,300000.0,Third Party insurance,19.4,1198.0,109.0,5.0,4,4,No,No,FWD,Power,175.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,29478,1,338000.0,Comprehensive,24.7,796.0,69.0,5.0,3,4,No,No,FWD,Manual,177.0,Kolkata
Toyota,2019,MUV,Manual,Diesel,85101,1,1750000.0,Comprehensive,13.68,2393.0,343.0,7.0,4,4,No,Yes,RWD,Power,177.0,Kolkata
Maruti,2022,Hatchback,Manual,Petrol,6903,1,443000.0,Comprehensive,21.7,998.0,89.0,5.0,3,4,No,Yes,FWD,Power,177.0,Kolkata
Hyundai,2013,Hatchback,Manual,Petrol,57602,2,213000.0,Comprehensive,20.36,1197.0,111.8,5.0,4,4,No,No,FWD,Power,177.0,Kolkata
Porsche,2013,Sedan,Automatic,Diesel,52047,2,3150000.0,Third Party insurance,7.5,4806.0,500.0,4.0,8,4,No,No,RWD,Power,445.0,Kolkata
Mercedes-Benz,2017,SUV,Automatic,Diesel,71742,1,3700000.0,Comprehensive,17.9,2143.0,500.0,5.0,4,4,No,Yes,All Wheel Drive,Power,690.0,Kolkata
Volvo,2023,SUV,Automatic,Petrol,413,1,4450000.0,Comprehensive,12.18,1969.0,300.0,5.0,4,4,No,Yes,FWD,Electronic,452.0,Kolkata
Maruti,2015,Hatchback,Manual,Petrol,10000,1,234000.0,Comprehensive,22.74,796.0,69.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Hyundai,2009,Hatchback,Manual,Petrol,50000,1,140000.0,Third Party insurance,19.81,1086.0,99.04,5.0,4,3,No,No,FWD,Power,225.0,Kolkata
Maruti,2018,Hatchback,Automatic,Petrol,18000,1,534000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Kolkata
Maruti,2018,Hatchback,Automatic,Petrol,32000,1,380000.0,Comprehensive,20.51,998.0,90.0,5.0,3,4,No,No,FWD,Power,180.0,Kolkata
Ford,2018,SUV,Manual,Diesel,42000,1,565000.0,Third Party insurance,23.0,1498.0,205.0,5.0,4,4,No,Yes,FWD,Power,352.0,Kolkata
Honda,2014,Sedan,Manual,Petrol,45000,1,381000.0,Comprehensive,17.4,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Honda,2018,Sedan,Automatic,Petrol,29000,1,749000.0,Third Party insurance,18.4,1498.0,145.0,5.0,4,4,No,No,FWD,Electronic,506.0,Kolkata
Maruti,2012,MUV,Manual,Petrol,19675,2,426000.0,Third Party insurance,20.51,1462.0,136.8,7.0,4,4,No,No,Two Wheel Drive,Electronic,506.0,Kolkata
Hyundai,2021,Hatchback,Automatic,Petrol,20378,1,877000.0,Comprehensive,20.28,998.0,171.62,5.0,3,4,No,Yes,Two Wheel Drive,Electronic,311.0,Kolkata
Skoda,2022,SUV,Automatic,Petrol,10000,1,1400000.0,Third Party insurance,17.2,999.0,178.0,5.0,3,4,No,Yes,FWD,Electronic,385.0,Kolkata
Hyundai,2015,Hatchback,Manual,Petrol,33683,1,335000.0,Comprehensive,19.81,1086.0,99.04,5.0,4,3,No,No,FWD,Power,225.0,Kolkata
Maruti,2021,Hatchback,Manual,Petrol,18518,1,414000.0,Comprehensive,21.7,998.0,89.0,5.0,3,4,No,No,FWD,Power,225.0,Kolkata
Maruti,2016,Hatchback,Manual,Petrol,36000,1,321000.0,Comprehensive,18.9,998.0,90.0,5.0,3,4,No,No,FWD,Power,225.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,30791,2,323000.0,Comprehensive,23.95,998.0,90.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Maruti,2021,MUV,Manual,Petrol,18000,1,925000.0,Comprehensive,19.01,1462.0,138.0,7.0,4,4,No,No,FWD,Power,209.0,Kolkata
Maruti,2020,Hatchback,Manual,Petrol,14447,1,345000.0,Comprehensive,22.05,796.0,69.0,5.0,3,4,No,No,FWD,Power,209.0,Kolkata
Hyundai,2019,Hatchback,Manual,Petrol,19991,2,454000.0,Comprehensive,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Hyundai,2016,Hatchback,Manual,Petrol,24000,1,259000.0,Comprehensive,21.1,814.0,74.5,5.0,3,3,No,No,FWD,Power,215.0,Kolkata
Mahindra,2019,SUV,Manual,Diesel,41000,1,675000.0,Comprehensive,15.96,2523.0,195.0,7.0,4,2,No,Yes,RWD,Power,690.0,Kolkata
Audi,2015,SUV,Manual,Diesel,45000,1,1095000.0,Comprehensive,17.32,1968.0,320.0,5.0,4,4,No,Yes,FWD,Power,460.0,Kolkata
Hyundai,2021,SUV,Automatic,Petrol,10177,1,1875000.0,Comprehensive,14.2,1999.0,191.0,7.0,4,4,No,No,FWD,Power,460.0,Kolkata
Hyundai,2013,Hatchback,Manual,Petrol,35444,1,325000.0,Third Party insurance,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Hyundai,2017,Hatchback,Manual,Petrol,35000,1,415000.0,Third Party insurance,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Kolkata
Toyota,2019,MUV,Manual,Diesel,40000,1,1695000.0,Comprehensive,13.68,2393.0,343.0,7.0,7,4,No,Yes,RWD,Power,300.0,Kolkata
Hyundai,2016,Hatchback,Manual,Diesel,49040,1,365000.0,Comprehensive,24.0,1120.0,160.0,5.0,3,4,No,No,FWD,Power,256.0,Kolkata
Maruti,2007,Hatchback,Manual,Petrol,40000,2,365000.0,Third Party insurance,19.7,796.0,62.0,5.0,3,4,No,No,Two Wheel Drive,Manual,256.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,49546,1,333000.0,Comprehensive,23.95,998.0,90.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Maruti,2014,Sedan,Manual,Petrol,38698,1,406000.0,Comprehensive,22.41,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,378.0,Kolkata
Honda,2018,Sedan,Manual,Petrol,32814,1,675000.0,Comprehensive,17.4,1497.0,145.0,5.0,4,4,No,No,FWD,Electronic,510.0,Kolkata
Hyundai,2015,Sedan,Manual,Petrol,14642,1,329000.0,Third Party insurance,19.1,1197.0,114.0,5.0,4,4,No,No,Front Wheel Drive,Power,407.0,Kolkata
Maruti,2017,Hatchback,Manual,Petrol,33429,1,279000.0,Comprehensive,24.7,796.0,69.0,5.0,3,4,No,No,FWD,Power,177.0,Kolkata
Hyundai,2012,Sedan,Manual,Petrol,36448,2,299000.0,Comprehensive,13.44,2359.0,250.0,5.0,4,4,No,No,FWD,Power,462.0,Kolkata
Hyundai,2022,Hatchback,Manual,Petrol,30739,1,622000.0,Comprehensive,20.7,1197.0,113.8,5.0,4,4,No,No,FWD,Electronic,462.0,Kolkata
Hyundai,2021,Hatchback,Manual,Petrol,21300,1,798000.0,Comprehensive,21.0,1197.0,114.74,5.0,4,4,No,No,FWD,Electronic,311.0,Kolkata
Hyundai,2020,Hatchback,Manual,Petrol,13463,1,618000.0,Comprehensive,20.7,1197.0,113.8,5.0,4,4,No,No,FWD,Electronic,311.0,Kolkata
Maruti,2019,Hatchback,Automatic,Petrol,15477,1,431000.0,Third Party insurance,21.7,998.0,90.0,5.0,3,4,No,No,FWD,Power,311.0,Kolkata
Maruti,2018,Hatchback,Automatic,Petrol,33000,1,415000.0,Third Party insurance,20.51,998.0,90.0,5.0,3,4,No,No,FWD,Power,180.0,Kolkata
Hyundai,2010,Hatchback,Manual,Petrol,50000,2,180000.0,Third Party insurance,20.36,1197.0,111.8,5.0,4,4,No,No,FWD,Power,180.0,Kolkata
Audi,2021,SUV,Automatic,Petrol,15766,1,3700000.0,Comprehensive,20.36,1984.0,320.0,5.0,4,4,No,Yes,All Wheel Drive,Power,335.0,Kolkata
Hyundai,2021,SUV,Automatic,Diesel,28895,1,1675000.0,Comprehensive,18.1,1493.0,250.0,6.0,4,4,No,Yes,All Wheel Drive,Power,335.0,Kolkata
Maruti,2019,Hatchback,Manual,Petrol,10000,1,620000.0,Third Party insurance,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Kolkata
Volkswagen,2015,Sedan,Manual,Diesel,50000,1,380000.0,Third Party insurance,20.34,1498.0,250.0,5.0,4,4,No,Yes,FWD,Power,454.0,Kolkata
Mahindra,2016,SUV,Automatic,Diesel,70000,2,840000.0,Third Party insurance,16.0,1997.0,320.0,7.0,4,4,No,Yes,FWD,Power,720.0,Kolkata
Mercedes-Benz,2020,Sedan,Automatic,Diesel,24600,1,3500000.0,Third Party insurance,12.6,1950.0,400.0,5.0,4,4,No,Yes,RWD,Power,480.0,Kolkata
Mahindra,2023,SUV,Manual,Diesel,10711,1,1550000.0,Comprehensive,15.2,2184.0,300.0,4.0,4,4,No,Yes,4WD,Power,480.0,Kolkata
Maruti,2018,MUV,Manual,Petrol,90000,1,600000.0,Third Party insurance,17.5,1373.0,130.0,7.0,4,4,No,No,FWD,Power,135.0,Kolkata
Hyundai,2020,SUV,Manual,Petrol,19712,1,868000.0,Comprehensive,18.27,998.0,172.0,5.0,3,4,No,Yes,FWD,Electronic,350.0,Kolkata
Honda,2019,Sedan,Automatic,Petrol,31772,1,917000.0,Comprehensive,18.0,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Hindustan Motors,2013,Sedan,Manual,Diesel,150000,1,100000.0,Third Party insurance,12.8,1995.0,106.0,5.0,4,4,No,No,FWD,Power,510.0,Kolkata
Hyundai,2019,Sedan,Manual,Petrol,31055,1,867000.0,Third Party insurance,17.0,1591.0,151.0,5.0,4,4,No,No,FWD,Power,480.0,Kolkata
Renault,2021,SUV,Manual,Petrol,25695,1,827000.0,Comprehensive,16.42,1498.0,142.0,5.0,4,4,No,No,FWD,Power,475.0,Kolkata
Maruti,2021,Hatchback,Manual,Petrol,20000,1,420000.0,Third Party insurance,21.7,998.0,89.0,5.0,3,4,No,No,FWD,Power,475.0,Kolkata
Mahindra,2019,SUV,Manual,Diesel,24181,1,942000.0,Comprehensive,20.0,1497.0,300.0,5.0,4,4,No,Yes,FWD,Power,259.0,Kolkata
Kia,2020,SUV,Automatic,Diesel,70000,1,1300000.0,Third Party insurance,18.0,1493.0,250.0,5.0,4,4,No,Yes,FWD,Electronic,433.0,Kolkata
Renault,2020,SUV,Manual,Petrol,42970,1,804000.0,Comprehensive,16.42,1498.0,142.0,5.0,4,4,No,No,FWD,Power,475.0,Kolkata
Maruti,2012,Hatchback,Manual,Petrol,12541,2,179000.0,Comprehensive,19.7,796.0,62.0,5.0,3,4,No,No,FWD,Power,475.0,Kolkata
Hyundai,2019,Hatchback,Manual,Petrol,10000,1,550000.0,Third Party insurance,18.6,1197.0,114.73,5.0,4,4,No,No,FWD,Power,285.0,Kolkata
Hyundai,2021,Hatchback,Manual,Petrol,10000,2,650000.0,Third Party insurance,20.7,1197.0,113.8,5.0,4,4,No,No,FWD,Electronic,285.0,Kolkata
Honda,2015,Sedan,Manual,Petrol,49817,1,449000.0,Comprehensive,16.8,1497.0,146.0,5.0,4,4,No,No,FWD,Power,506.0,Kolkata
Hyundai,2021,Hatchback,Manual,Petrol,10000,2,650000.0,Third Party insurance,20.7,1197.0,113.8,5.0,4,4,No,No,FWD,Electronic,506.0,Kolkata
Renault,2016,Hatchback,Manual,Petrol,30000,2,250000.0,Third Party insurance,23.01,999.0,91.0,5.0,3,4,No,No,FWD,Power,300.0,Kolkata
Tata,2022,SUV,Manual,Petrol,10000,2,821000.0,Third Party insurance,17.33,1199.0,170.0,5.0,3,4,No,No,FWD,Electronic,350.0,Kolkata
